iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
351,-0.871085,-0.858137,-0.318278,1.786439,1.122453,-1.326433,-20.924989,-25.235735,185.728782
352,-0.873592,-0.856795,-0.319292,1.790273,1.124862,-1.332840,-21.083032,-25.148878,185.805461
353,-0.875600,-0.855705,-0.320118,1.793362,1.126802,-1.338009,-21.209959,-25.077809,185.867232
354,-0.877147,-0.854855,-0.320763,1.795752,1.128304,-1.342014,-21.307942,-25.022139,185.915036
355,-0.878281,-0.854228,-0.321239,1.797508,1.129408,-1.344959,-21.379792,-24.980865,185.950158
356,-0.879054,-0.853797,-0.321567,1.798710,1.130163,-1.346975,-21.428897,-24.952436,185.974196
357,-0.879531,-0.853531,-0.321769,1.799451,1.130628,-1.348219,-21.459151,-24.934831,185.989019
358,-0.879778,-0.853392,-0.321874,1.799836,1.130871,-1.348866,-21.474871,-24.925656,185.996726
359,-0.879870,-0.853340,-0.321914,1.799979,1.130960,-1.349107,-21.480710,-24.922244,185.999589
360,-0.879883,-0.853333,-0.321919,1.800000,1.130973,-1.349141,-21.481547,-24.921754,186.000000
361,-0.879896,-0.853326,-0.321925,1.800021,1.130986,-1.349176,-21.482385,-24.921264,186.000411
362,-0.879988,-0.853274,-0.321964,1.800164,1.131076,-1.349416,-21.488222,-24.917850,186.003274
363,-0.880235,-0.853135,-0.322070,1.800549,1.131318,-1.350063,-21.503932,-24.908647,186.010981
364,-0.880710,-0.852868,-0.322273,1.801290,1.131784,-1.351308,-21.534132,-24.890903,186.025804
365,-0.881479,-0.852433,-0.322604,1.802492,1.132539,-1.353328,-21.583056,-24.862013,186.049842
366,-0.882600,-0.851795,-0.323090,1.804248,1.133643,-1.356281,-21.654435,-24.819538,186.084964
367,-0.884120,-0.850923,-0.323755,1.806638,1.135144,-1.360303,-21.751383,-24.761225,186.132768
368,-0.886074,-0.849789,-0.324620,1.809727,1.137085,-1.365505,-21.876300,-24.685025,186.194539
369,-0.888486,-0.848371,-0.325705,1.813561,1.139494,-1.371972,-22.030794,-24.589106,186.271218
370,-0.891363,-0.846650,-0.327024,1.818169,1.142389,-1.379757,-22.215618,-24.471885,186.363380
371,-0.894699,-0.844615,-0.328588,1.823561,1.145777,-1.388883,-22.430637,-24.332065,186.471218
372,-0.898473,-0.842259,-0.330405,1.829727,1.149651,-1.399340,-22.674824,-24.168687,186.594539
373,-0.902649,-0.839584,-0.332475,1.836638,1.153994,-1.411087,-22.946277,-23.981190,186.732768
374,-0.907179,-0.836598,-0.334795,1.844248,1.158775,-1.424052,-23.242279,-23.769479,186.884964
375,-0.912006,-0.833316,-0.337359,1.852492,1.163955,-1.438132,-23.559376,-23.533993,187.049842
376,-0.917062,-0.829762,-0.340149,1.861290,1.169483,-1.453196,-23.893500,-23.275769,187.225804
377,-0.922273,-0.825967,-0.343147,1.870549,1.175301,-1.469089,-24.240102,-22.996483,187.410981
378,-0.927563,-0.821971,-0.346325,1.880164,1.181342,-1.485633,-24.594318,-22.698474,187.603274
379,-0.932854,-0.817817,-0.349651,1.890021,1.187535,-1.502633,-24.951143,-22.384731,187.800411
380,-0.938072,-0.813557,-0.353086,1.900000,1.193805,-1.519883,-25.305607,-22.058852,188.000000
381,-0.943146,-0.809247,-0.356588,1.909979,1.200075,-1.537167,-25.652945,-21.724953,188.199589
382,-0.948016,-0.804944,-0.360111,1.919836,1.206269,-1.554268,-25.988748,-21.387557,188.396726
383,-0.952625,-0.800707,-0.363608,1.929451,1.212310,-1.570976,-26.309095,-21.051442,188.589019
384,-0.956932,-0.796592,-0.367030,1.938710,1.218127,-1.587086,-26.610645,-20.721479,188.774196
385,-0.960902,-0.792655,-0.370330,1.947508,1.223655,-1.602411,-26.890696,-20.402445,188.950158
386,-0.964512,-0.788943,-0.373463,1.955752,1.228835,-1.616784,-27.147217,-20.098852,189.115036
387,-0.967750,-0.785499,-0.376390,1.963362,1.233616,-1.630060,-27.378836,-19.814776,189.267232
388,-0.970610,-0.782359,-0.379076,1.970273,1.237959,-1.642124,-27.584814,-19.553707,189.405461
389,-0.973098,-0.779549,-0.381494,1.976439,1.241833,-1.652890,-27.764995,-19.318429,189.528782
390,-0.975222,-0.777086,-0.383625,1.981831,1.245221,-1.662307,-27.919747,-19.110929,189.636620
391,-0.977001,-0.774976,-0.385458,1.986439,1.248116,-1.670356,-28.049904,-18.932334,189.728782
392,-0.978454,-0.773219,-0.386991,1.990273,1.250525,-1.677054,-28.156706,-18.782883,189.805461
393,-0.979607,-0.771802,-0.388231,1.993362,1.252466,-1.682450,-28.241753,-18.661938,189.867232
394,-0.980489,-0.770704,-0.389194,1.995752,1.253968,-1.686626,-28.306959,-18.568010,189.915036
395,-0.981131,-0.769897,-0.389904,1.997508,1.255071,-1.689694,-28.354525,-18.498819,189.950158
396,-0.981567,-0.769345,-0.390390,1.998710,1.255826,-1.691793,-28.386912,-18.451377,189.974196
397,-0.981835,-0.769004,-0.390690,1.999451,1.256292,-1.693088,-28.406817,-18.422086,189.989019
398,-0.981974,-0.768827,-0.390846,1.999836,1.256534,-1.693762,-28.417146,-18.406846,189.996726
399,-0.982025,-0.768761,-0.390904,1.999979,1.256624,-1.694012,-28.420979,-18.401183,189.999589
400,-0.982033,-0.768752,-0.390913,2.000000,1.256637,-1.694048,-28.421529,-18.400371,190.000000
401,-0.982040,-0.768742,-0.390921,2.000021,1.256650,-1.694083,-28.422078,-18.399558,190.000411
402,-0.982091,-0.768676,-0.390979,2.000164,1.256740,-1.694334,-28.425909,-18.393894,190.003274
403,-0.982230,-0.768499,-0.391136,2.000549,1.256982,-1.695007,-28.436212,-18.378641,190.010981
404,-0.982496,-0.768158,-0.391436,2.001290,1.257448,-1.696302,-28.455988,-18.349285,190.025804
405,-0.982924,-0.767605,-0.391925,2.002492,1.258203,-1.698401,-28.487946,-18.301625,190.049842
406,-0.983547,-0.766797,-0.392640,2.004248,1.259306,-1.701469,-28.534395,-18.231866,190.084964
407,-0.984385,-0.765697,-0.393615,2.006638,1.260808,-1.705645,-28.597144,-18.136688,190.132768
408,-0.985455,-0.764275,-0.394879,2.009727,1.262749,-1.711040,-28.677418,-18.013318,190.194539
409,-0.986761,-0.762509,-0.396454,2.013561,1.265158,-1.717736,-28.775792,-17.859583,190.271218
410,-0.988298,-0.760385,-0.398356,2.018169,1.268053,-1.725784,-28.892151,-17.673974,190.363380
411,-0.990052,-0.757900,-0.400592,2.023561,1.271441,-1.735198,-29.025678,-17.455684,190.471218
412,-0.991997,-0.755058,-0.403165,2.029727,1.275315,-1.745961,-29.174886,-17.204660,190.594539
413,-0.994102,-0.751874,-0.406065,2.036638,1.279658,-1.758019,-29.337667,-16.921627,190.732768
414,-0.996327,-0.748370,-0.409280,2.044248,1.284439,-1.771287,-29.511393,-16.608108,190.884964
415,-0.998627,-0.744581,-0.412786,2.052492,1.289619,-1.785649,-29.693032,-16.266423,191.049842
416,-1.000954,-0.740545,-0.416551,2.061290,1.295147,-1.800963,-29.879295,-15.899663,191.225804
417,-1.003262,-0.736311,-0.420540,2.070549,1.300964,-1.817058,-30.066788,-15.511636,191.410981
418,-1.005505,-0.731931,-0.424707,2.080164,1.307005,-1.833748,-30.252177,-15.106784,191.603274
419,-1.007642,-0.727462,-0.429004,2.090021,1.313199,-1.850829,-30.432335,-14.690068,191.800411
420,-1.009639,-0.722962,-0.433375,2.100000,1.319469,-1.868090,-30.604482,-14.266831,192.000000
421,-1.011467,-0.718493,-0.437766,2.109979,1.325739,-1.885315,-30.766283,-13.842631,192.199589
422,-1.013109,-0.714110,-0.442118,2.119836,1.331932,-1.902289,-30.915927,-13.423075,192.396726
423,-1.014553,-0.709869,-0.446376,2.129451,1.337974,-1.918805,-31.052157,-13.013639,192.589019
424,-1.015799,-0.705819,-0.450485,2.138710,1.343791,-1.934669,-31.174266,-12.619497,192.774196
425,-1.016851,-0.702005,-0.454395,2.147508,1.349319,-1.949705,-31.282065,-12.245375,192.950158
426,-1.017722,-0.698463,-0.458062,2.155752,1.354499,-1.963757,-31.375815,-11.895410,193.115036
427,-1.018427,-0.695222,-0.461448,2.163362,1.359280,-1.976695,-31.456146,-11.573056,193.267232
428,-1.018985,-0.692303,-0.464524,2.170273,1.363623,-1.988416,-31.523962,-11.280999,193.405461
429,-1.019419,-0.689720,-0.467266,2.176439,1.367497,-1.998850,-31.580353,-11.021117,193.528782
430,-1.019748,-0.687478,-0.469663,2.181831,1.370885,-2.007955,-31.626500,-10.794453,193.636620
431,-1.019992,-0.685575,-0.471710,2.186439,1.373780,-2.015721,-31.663611,-10.601219,193.728782
432,-1.020170,-0.684000,-0.473412,2.190273,1.376189,-2.022173,-31.692859,-10.440812,193.805461
433,-1.020296,-0.682738,-0.474782,2.193362,1.378130,-2.027363,-31.715348,-10.311846,193.867232
434,-1.020384,-0.681765,-0.475841,2.195752,1.379632,-2.031375,-31.732098,-10.212205,193.915036
435,-1.020442,-0.681053,-0.476619,2.197508,1.380735,-2.034321,-31.744041,-10.139091,193.950158
436,-1.020480,-0.680566,-0.477152,2.198710,1.381490,-2.036336,-31.752038,-10.089098,193.974196
437,-1.020501,-0.680266,-0.477480,2.199451,1.381956,-2.037577,-31.756898,-10.058288,193.989019
438,-1.020512,-0.680110,-0.477650,2.199836,1.382198,-2.038223,-31.759403,-10.042275,193.996726
439,-1.020516,-0.680053,-0.477714,2.199979,1.382288,-2.038463,-31.760330,-10.036328,193.999589
440,-1.020517,-0.680044,-0.477723,2.200000,1.382301,-2.038497,-31.760463,-10.035474,194.000000
441,-1.020518,-0.680036,-0.477732,2.200021,1.382314,-2.038532,-31.760596,-10.034621,194.000411
442,-1.020522,-0.679978,-0.477795,2.200164,1.382404,-2.038771,-31.761520,-10.028675,194.003274
443,-1.020532,-0.679823,-0.477966,2.200549,1.382646,-2.039417,-31.763998,-10.012669,194.010981
444,-1.020552,-0.679524,-0.478294,2.201290,1.383111,-2.040658,-31.768723,-9.981896,194.025804
445,-1.020582,-0.679040,-0.478826,2.202492,1.383867,-2.042669,-31.776268,-9.932027,194.049842
446,-1.020622,-0.678334,-0.479602,2.204248,1.384970,-2.045607,-31.787037,-9.859236,194.084964
447,-1.020669,-0.677377,-0.480659,2.206638,1.386472,-2.049601,-31.801204,-9.760304,194.132768
448,-1.020716,-0.676145,-0.482023,2.209727,1.388412,-2.054757,-31.818678,-9.632716,194.194539
449,-1.020755,-0.674624,-0.483714,2.213561,1.390821,-2.061148,-31.839067,-9.474741,194.271218
450,-1.020771,-0.672808,-0.485743,2.218169,1.393717,-2.068815,-31.861675,-9.285489,194.363380
451,-1.020749,-0.670700,-0.488113,2.223561,1.397105,-2.077766,-31.885511,-9.064948,194.471218
452,-1.020670,-0.668314,-0.490816,2.229727,1.400979,-2.087976,-31.909337,-8.813995,194.594539
453,-1.020513,-0.665668,-0.493837,2.236638,1.405321,-2.099386,-31.931729,-8.534379,194.732768
454,-1.020259,-0.662794,-0.497150,2.244248,1.410103,-2.111905,-31.951164,-8.228677,194.884964
455,-1.019888,-0.659725,-0.500722,2.252492,1.415283,-2.125415,-31.966118,-7.900216,195.049842
456,-1.019384,-0.656503,-0.504514,2.261290,1.420811,-2.139772,-31.975178,-7.552970,195.225804
457,-1.018734,-0.653173,-0.508479,2.270549,1.426628,-2.154810,-31.977140,-7.191429,195.410981
458,-1.017933,-0.649782,-0.512566,2.280164,1.432669,-2.170347,-31.971103,-6.820445,195.603274
459,-1.016980,-0.646379,-0.516722,2.290021,1.438862,-2.186191,-31.956539,-6.445074,195.800411
460,-1.015881,-0.643009,-0.520891,2.300000,1.445133,-2.202141,-31.933337,-6.070398,196.000000
461,-1.014652,-0.639717,-0.525020,2.309979,1.451403,-2.217999,-31.901818,-5.701366,196.199589
462,-1.013312,-0.636543,-0.529056,2.319836,1.457596,-2.233569,-31.862713,-5.342640,196.396726
463,-1.011887,-0.633523,-0.532949,2.329451,1.463637,-2.248666,-31.817124,-4.998462,196.589019
464,-1.010407,-0.630686,-0.536656,2.338710,1.469455,-2.263118,-31.766447,-4.672554,196.774196
465,-1.008905,-0.628055,-0.540138,2.347508,1.474983,-2.276771,-31.712287,-4.368043,196.950158
466,-1.007415,-0.625647,-0.543364,2.355752,1.480163,-2.289491,-31.656363,-4.087415,197.115036
467,-1.005971,-0.623476,-0.546308,2.363362,1.484944,-2.301171,-31.600404,-3.832501,197.267232
468,-1.004603,-0.621546,-0.548955,2.370273,1.489286,-2.311727,-31.546057,-3.604482,197.405461
469,-1.003338,-0.619857,-0.551292,2.376439,1.493161,-2.321102,-31.494803,-3.403915,197.528782
470,-1.002198,-0.618408,-0.553318,2.381831,1.496549,-2.329266,-31.447887,-3.230771,197.636620
471,-1.001199,-0.617188,-0.555036,2.386439,1.499444,-2.336218,-31.406268,-3.084472,197.728782
472,-1.000351,-0.616187,-0.556455,2.390273,1.501853,-2.341986,-31.370589,-2.963939,197.805461
473,-0.999656,-0.615390,-0.557591,2.393362,1.503793,-2.346620,-31.341160,-2.867631,197.867232
474,-0.999112,-0.614778,-0.558467,2.395752,1.505295,-2.350199,-31.317970,-2.793588,197.915036
475,-0.998709,-0.614332,-0.559108,2.397508,1.506399,-2.352825,-31.300704,-2.739459,197.950158
476,-0.998431,-0.614029,-0.559546,2.398710,1.507154,-2.354620,-31.288775,-2.702547,197.974196
477,-0.998259,-0.613842,-0.559815,2.399451,1.507620,-2.355726,-31.281374,-2.679837,197.989019
478,-0.998169,-0.613745,-0.559955,2.399836,1.507862,-2.356301,-31.277513,-2.668047,197.996726
479,-0.998136,-0.613709,-0.560007,2.399979,1.507952,-2.356514,-31.276076,-2.663670,197.999589
480,-0.998131,-0.613704,-0.560014,2.400000,1.507964,-2.356545,-31.275870,-2.663042,198.000000
481,-0.998126,-0.613699,-0.560022,2.400021,1.507977,-2.356576,-31.275664,-2.662414,198.000411
482,-0.998093,-0.613663,-0.560074,2.400164,1.508067,-2.356789,-31.274225,-2.658039,198.003274
483,-0.998003,-0.613566,-0.560213,2.400549,1.508309,-2.357364,-31.270347,-2.646269,198.010981
484,-0.997829,-0.613380,-0.560482,2.401290,1.508775,-2.358469,-31.262862,-2.623663,198.025804
485,-0.997547,-0.613081,-0.560917,2.402492,1.509530,-2.360259,-31.250652,-2.587093,198.049842
486,-0.997132,-0.612645,-0.561550,2.404248,1.510634,-2.362871,-31.232652,-2.533856,198.084964
487,-0.996561,-0.612055,-0.562409,2.406638,1.512135,-2.366422,-31.207852,-2.461773,198.132768
488,-0.995816,-0.611301,-0.563514,2.409727,1.514076,-2.371000,-31.175295,-2.369273,198.194539
489,-0.994879,-0.610376,-0.564876,2.413561,1.516485,-2.376669,-31.134090,-2.255465,198.271218
490,-0.993733,-0.609281,-0.566501,2.418169,1.519380,-2.383461,-31.083421,-2.120176,198.363380
491,-0.992366,-0.608023,-0.568384,2.423561,1.522768,-2.391378,-31.022580,-1.963967,198.471218
492,-0.990771,-0.606615,-0.570513,2.429727,1.526642,-2.400390,-30.950991,-1.788115,198.594539
493,-0.988942,-0.605075,-0.572869,2.436638,1.530985,-2.410442,-30.868259,-1.594563,198.732768
494,-0.986879,-0.603427,-0.575424,2.444248,1.535766,-2.421445,-30.774212,-1.385840,198.884964
495,-0.984588,-0.601698,-0.578146,2.452492,1.540946,-2.433290,-30.668945,-1.164958,199.049842
496,-0.982081,-0.599916,-0.580997,2.461290,1.546474,-2.445844,-30.552859,-0.935276,199.225804
497,-0.979375,-0.598112,-0.583936,2.470549,1.552292,-2.458959,-30.426685,-0.700365,199.410981
498,-0.976495,-0.596316,-0.586920,2.480164,1.558333,-2.472470,-30.291496,-0.463854,199.603274
499,-0.973472,-0.594556,-0.589908,2.490021,1.564526,-2.486208,-30.148698,-0.229289,199.800411
500,-0.970340,-0.592857,-0.592857,2.500000,1.570796,-2.500000,-30.000000,-0.000000,200.000000
501,-0.967142,-0.591242,-0.595729,2.509979,1.577067,-2.513672,-29.847365,0.221012,200.199589
502,-0.963919,-0.589728,-0.598490,2.519836,1.583260,-2.527059,-29.692946,0.431160,200.396726
503,-0.960718,-0.588330,-0.601109,2.529451,1.589301,-2.540004,-29.539009,0.628327,200.589019
504,-0.957585,-0.587055,-0.603561,2.538710,1.595118,-2.552365,-29.387848,0.810895,200.774196
505,-0.954563,-0.585908,-0.605827,2.547508,1.600646,-2.564013,-29.241700,0.977740,200.950158
506,-0.951695,-0.584891,-0.607894,2.555752,1.605826,-2.574843,-29.102662,1.128208,201.115036
507,-0.949017,-0.584000,-0.609753,2.563362,1.610608,-2.584765,-28.972613,1.262071,201.267232
508,-0.946560,-0.583232,-0.611401,2.570273,1.614950,-2.593716,-28.853153,1.379472,201.405461
509,-0.944350,-0.582579,-0.612838,2.576439,1.618824,-2.601652,-28.745548,1.480861,201.528782
510,-0.942404,-0.582032,-0.614069,2.581831,1.622212,-2.608554,-28.650692,1.566938,201.636620
511,-0.940730,-0.581583,-0.615102,2.586439,1.625108,-2.614424,-28.569084,1.638596,201.728782
512,-0.939332,-0.581222,-0.615948,2.590273,1.627517,-2.619289,-28.500820,1.696880,201.805461
513,-0.938200,-0.580940,-0.616621,2.593362,1.629457,-2.623194,-28.445594,1.742951,201.867232
514,-0.937323,-0.580727,-0.617137,2.595752,1.630959,-2.626208,-28.402716,1.778066,201.915036
515,-0.936676,-0.580573,-0.617512,2.597508,1.632062,-2.628418,-28.371136,1.803567,201.950158
516,-0.936233,-0.580469,-0.617768,2.598710,1.632818,-2.629929,-28.349486,1.820873,201.974196
517,-0.935959,-0.580405,-0.617925,2.599451,1.633283,-2.630859,-28.336120,1.831487,201.989019
518,-0.935817,-0.580373,-0.618006,2.599836,1.633525,-2.631343,-28.329166,1.836987,201.996726
519,-0.935764,-0.580360,-0.618037,2.599979,1.633615,-2.631523,-28.326582,1.839027,201.999589
520,-0.935757,-0.580359,-0.618041,2.600000,1.633628,-2.631548,-28.326211,1.839320,202.000000
521,-0.935749,-0.580357,-0.618045,2.600021,1.633641,-2.631574,-28.325841,1.839612,202.000411
522,-0.935696,-0.580345,-0.618076,2.600164,1.633731,-2.631754,-28.323256,1.841650,202.003274
523,-0.935554,-0.580312,-0.618157,2.600549,1.633973,-2.632237,-28.316297,1.847128,202.010981
524,-0.935280,-0.580250,-0.618313,2.601290,1.634439,-2.633166,-28.302904,1.857630,202.025804
525,-0.934835,-0.580149,-0.618565,2.602492,1.635194,-2.634671,-28.281162,1.874564,202.049842
526,-0.934184,-0.580004,-0.618930,2.604248,1.636297,-2.636866,-28.249342,1.899094,202.084964
527,-0.933296,-0.579811,-0.619424,2.606638,1.637799,-2.639849,-28.205938,1.932077,202.132768
528,-0.932146,-0.579568,-0.620056,2.609727,1.639740,-2.643692,-28.149690,1.974005,202.194539
529,-0.930714,-0.579277,-0.620828,2.613561,1.642149,-2.648447,-28.079620,2.024972,202.271218
530,-0.928986,-0.578941,-0.621741,2.618169,1.645044,-2.654138,-27.995054,2.084649,202.363380
531,-0.926956,-0.578569,-0.622787,2.623561,1.648432,-2.660763,-27.895641,2.152292,202.471218
532,-0.924623,-0.578170,-0.623953,2.629727,1.652306,-2.668297,-27.781374,2.226772,202.594539
533,-0.921995,-0.577757,-0.625223,2.636638,1.656649,-2.676686,-27.652599,2.306628,202.732768
534,-0.919086,-0.577344,-0.626576,2.644248,1.661430,-2.685854,-27.510022,2.390140,202.884964
535,-0.915919,-0.576944,-0.627988,2.652492,1.666610,-2.695707,-27.354703,2.475427,203.049842
536,-0.912521,-0.576573,-0.629433,2.661290,1.672138,-2.706130,-27.188043,2.560546,203.225804
537,-0.908927,-0.576243,-0.630885,2.670549,1.677955,-2.716998,-27.011756,2.643597,203.410981
538,-0.905179,-0.575964,-0.632320,2.680164,1.683997,-2.728172,-26.827829,2.722826,203.603274
539,-0.901320,-0.575747,-0.633712,2.690021,1.690190,-2.739511,-26.638473,2.796710,203.800411
540,-0.897399,-0.575596,-0.635041,2.700000,1.696460,-2.750872,-26.446061,2.864028,204.000000
541,-0.893466,-0.575515,-0.636291,2.709979,1.702730,-2.762112,-26.253061,2.923904,204.199589
542,-0.889572,-0.575500,-0.637447,2.719836,1.708924,-2.773096,-26.061966,2.975834,204.396726
543,-0.885766,-0.575549,-0.638500,2.729451,1.714965,-2.783698,-25.875219,3.019672,204.589019
544,-0.882096,-0.575655,-0.639445,2.738710,1.720782,-2.793803,-25.695144,3.055611,204.774196
545,-0.878606,-0.575807,-0.640282,2.747508,1.726310,-2.803310,-25.523883,3.084132,204.950158
546,-0.875334,-0.575995,-0.641011,2.755752,1.731490,-2.812135,-25.363338,3.105942,205.115036
547,-0.872314,-0.576208,-0.641637,2.763362,1.736271,-2.820210,-25.215124,3.121908,205.267232
548,-0.869571,-0.576432,-0.642168,2.770273,1.740614,-2.827485,-25.080528,3.132985,205.405461
549,-0.867125,-0.576658,-0.642611,2.776439,1.744488,-2.833927,-24.960485,3.140147,205.528782
550,-0.864987,-0.576875,-0.642974,2.781831,1.747876,-2.839524,-24.855556,3.144329,205.636620
551,-0.863161,-0.577075,-0.643268,2.786439,1.750771,-2.844281,-24.765920,3.146378,205.728782
552,-0.861642,-0.577251,-0.643500,2.790273,1.753180,-2.848220,-24.691376,3.147021,205.805461
553,-0.860419,-0.577400,-0.643679,2.793362,1.755121,-2.851380,-24.631351,3.146842,205.867232
554,-0.859473,-0.577518,-0.643813,2.795752,1.756623,-2.853818,-24.584915,3.146278,205.915036
555,-0.858778,-0.577608,-0.643908,2.797508,1.757726,-2.855606,-24.550808,3.145629,205.950158
556,-0.858303,-0.577670,-0.643973,2.798710,1.758481,-2.856827,-24.527470,3.145070,205.974196
557,-0.858010,-0.577709,-0.644012,2.799451,1.758947,-2.857579,-24.513080,3.144680,205.989019
558,-0.857858,-0.577730,-0.644032,2.799836,1.759189,-2.857970,-24.505599,3.144463,205.996726
559,-0.857801,-0.577737,-0.644039,2.799979,1.759279,-2.858115,-24.502820,3.144380,205.999589
560,-0.857793,-0.577738,-0.644040,2.800000,1.759292,-2.858136,-24.502422,3.144368,206.000000
561,-0.857785,-0.577739,-0.644041,2.800021,1.759305,-2.858156,-24.502023,3.144355,206.000411
562,-0.857728,-0.577747,-0.644049,2.800164,1.759395,-2.858302,-24.499244,3.144271,206.003274
563,-0.857576,-0.577767,-0.644069,2.800549,1.759637,-2.858692,-24.491764,3.144036,206.010981
564,-0.857283,-0.577807,-0.644107,2.801290,1.760103,-2.859443,-24.477378,3.143558,206.025804
565,-0.856808,-0.577872,-0.644167,2.802492,1.760858,-2.860658,-24.454054,3.142708,206.049842
566,-0.856114,-0.577969,-0.644254,2.804248,1.761961,-2.862432,-24.419982,3.141301,206.084964
567,-0.855170,-0.578103,-0.644369,2.806638,1.763463,-2.864840,-24.373625,3.139071,206.132768
568,-0.853951,-0.578282,-0.644511,2.809727,1.765403,-2.867942,-24.313752,3.135654,206.194539
569,-0.852438,-0.578512,-0.644677,2.813561,1.767812,-2.871777,-24.239476,3.130577,206.271218
570,-0.850622,-0.578800,-0.644864,2.818169,1.770708,-2.876364,-24.150278,3.123261,206.363380
571,-0.848500,-0.579153,-0.645062,2.823561,1.774096,-2.881701,-24.046020,3.113033,206.471218
572,-0.846077,-0.579577,-0.645264,2.829727,1.777970,-2.887763,-23.926948,3.099152,206.594539
573,-0.843367,-0.580078,-0.645458,2.836638,1.782312,-2.894507,-23.793694,3.080859,206.732768
574,-0.840389,-0.580662,-0.645633,2.844248,1.787094,-2.901869,-23.647254,3.057419,206.884964
575,-0.837173,-0.581332,-0.645777,2.852492,1.792274,-2.909770,-23.488962,3.028184,207.049842
576,-0.833751,-0.582088,-0.645880,2.861290,1.797802,-2.918119,-23.320455,2.992650,207.225804
577,-0.830163,-0.582930,-0.645932,2.870549,1.803619,-2.926812,-23.143628,2.950513,207.410981
578,-0.826452,-0.583854,-0.645925,2.880164,1.809660,-2.935738,-22.960580,2.901710,207.603274
579,-0.822665,-0.584853,-0.645855,2.890021,1.815853,-2.944782,-22.773555,2.846451,207.800411
580,-0.818850,-0.585917,-0.645721,2.900000,1.822124,-2.953831,-22.584882,2.785234,208.000000
581,-0.815055,-0.587032,-0.645524,2.909979,1.828394,-2.962771,-22.396914,2.718832,208.199589
582,-0.811327,-0.588185,-0.645268,2.919836,1.834587,-2.971496,-22.211963,2.648275,208.396726
583,-0.807710,-0.589357,-0.644961,2.929451,1.840628,-2.979905,-22.032249,2.574804,208.589019
584,-0.804248,-0.590529,-0.644613,2.938710,1.846446,-2.987910,-21.859840,2.499815,208.774196
585,-0.800976,-0.591682,-0.644235,2.947508,1.851974,-2.995433,-21.696609,2.424794,208.950158
586,-0.797927,-0.592797,-0.643841,2.955752,1.857154,-3.002407,-21.544193,2.351244,209.115036
587,-0.795128,-0.593855,-0.643442,2.963362,1.861935,-3.008783,-21.403959,2.280616,209.267232
588,-0.792598,-0.594840,-0.643052,2.970273,1.866278,-3.014520,-21.276975,2.214240,209.405461
589,-0.790352,-0.595738,-0.642682,2.976439,1.870152,-3.019597,-21.163992,2.153265,209.528782
590,-0.788395,-0.596537,-0.642341,2.981831,1.873540,-3.024005,-21.065428,2.098609,209.636620
591,-0.786729,-0.597231,-0.642037,2.986439,1.876435,-3.027748,-20.981364,2.050924,209.728782
592,-0.785347,-0.597816,-0.641776,2.990273,1.878844,-3.030846,-20.911543,2.010576,209.805461
593,-0.784237,-0.598293,-0.641559,2.993362,1.880785,-3.033331,-20.855377,1.977631,209.867232
594,-0.783379,-0.598664,-0.641389,2.995752,1.882286,-3.035247,-20.811958,1.951868,209.915036
595,-0.782750,-0.598939,-0.641261,2.997508,1.883390,-3.036651,-20.780085,1.932792,209.950158
596,-0.782320,-0.599128,-0.641173,2.998710,1.884145,-3.037610,-20.758284,1.919664,209.974196
597,-0.782055,-0.599244,-0.641118,2.999451,1.884611,-3.038201,-20.744845,1.911539,209.989019
598,-0.781917,-0.599305,-0.641090,2.999836,1.884853,-3.038508,-20.737859,1.907306,209.996726
599,-0.781866,-0.599328,-0.641079,2.999979,1.884943,-3.038622,-20.735264,1.905732,209.999589
600,-0.781859,-0.599331,-0.641078,3.000000,1.884956,-3.038638,-20.734892,1.905507,210.000000
601,-0.781852,-0.599334,-0.641076,3.000021,1.884968,-3.038655,-20.734520,1.905281,210.000411
602,-0.781800,-0.599357,-0.641066,3.000164,1.885058,-3.038769,-20.731926,1.903706,210.003274
603,-0.781663,-0.599418,-0.641037,3.000549,1.885301,-3.039075,-20.724942,1.899462,210.010981
604,-0.781398,-0.599535,-0.640981,3.001290,1.885766,-3.039665,-20.711513,1.891283,210.025804
605,-0.780969,-0.599726,-0.640891,3.002492,1.886521,-3.040619,-20.689745,1.877973,210.049842
606,-0.780344,-0.600006,-0.640757,3.004248,1.887625,-3.042012,-20.657958,1.858422,210.084964
607,-0.779493,-0.600389,-0.640573,3.006638,1.889127,-3.043901,-20.614729,1.831616,210.132768
608,-0.778397,-0.600888,-0.640331,3.009727,1.891067,-3.046335,-20.558931,1.796645,210.194539
609,-0.777039,-0.601514,-0.640023,3.013561,1.893476,-3.049342,-20.489760,1.752718,210.271218
610,-0.775413,-0.602274,-0.639644,3.018169,1.896372,-3.052938,-20.406761,1.699173,210.363380
611,-0.773517,-0.603176,-0.639187,3.023561,1.899759,-3.057117,-20.309833,1.635497,210.471218
612,-0.771360,-0.604223,-0.638646,3.029727,1.903634,-3.061862,-20.199235,1.561349,210.594539
613,-0.768955,-0.605416,-0.638019,3.036638,1.907976,-3.067135,-20.075572,1.476582,210.732768
614,-0.766323,-0.606753,-0.637302,3.044248,1.912758,-3.072887,-19.939780,1.381270,210.884964
615,-0.763490,-0.608229,-0.636495,3.052492,1.917937,-3.079055,-19.793094,1.275729,211.049842
